тип_работы,продолжительность_заказа,город,расстояние_от_центра,требуемая_квалификация,сезон,день_недели,время_суток,наличие_бонусов,средняя_температура,количество_доступных_работников,историческая_средняя_цена,уровень_безработицы,средний_рейтинг,цена_за_смену,время_самодобавления
покраска,9,Москва,14.529006866102446,высокая,10,1,5,0,-3.388343663089721,49,3821.5346866567265,3.133464599240965,2.3895531468519504,7529.293940989728,3.6294654782673943
покраска,6,Новосибирск,10.41350586439248,средняя,9,7,5,1,26.345422738607148,76,4085.932441493891,0.44122496824676616,2.697491074982671,9610.78697322182,0.6874504669370044
электрика,10,Санкт-Петербург,20.40865337415796,средняя,12,1,5,0,0.988904571306179,34,3346.985527461109,6.210711105352767,2.6579585011723386,5611.701599753902,2.643575220327114
электрика,2,Екатеринбург,19.33143073250251,низкая,1,1,11,1,28.5396385859814,44,4607.022175846361,0.12436633177209777,3.5317290372785766,7380.936058850627,4.190681074646025
уборка,11,Новосибирск,11.734658465392865,средняя,12,5,1,1,15.708244724638504,94,1579.7927420941553,2.607348243864563,3.2926977419130754,3139.5512108034795,0.5263861160185831
штукатурка,9,Санкт-Петербург,0.7145529536184512,низкая,3,3,3,0,-26.424369396691592,85,2883.4387310935954,2.66696380854314,3.2433077474162424,3116.526891541759,4.072482785305544
электрика,6,Москва,7.942072067151333,низкая,11,4,22,1,-25.64386479404598,56,3658.2036061872077,7.48355696704925,4.12535432169051,5946.733591956565,4.229947107938362
покраска,5,Санкт-Петербург,19.18376158058029,высокая,9,4,5,1,22.00691604874207,92,1566.4026192389156,4.506290937343227,4.711905606940217,6694.115295824945,1.7735833632593954
электрика,5,Москва,2.6350136190163838,средняя,1,5,9,1,-6.806458690301454,42,4779.141820936447,5.732142230771995,4.28697905002596,9876.54329847336,4.978217922065814
штукатурка,3,Москва,3.6754514440871833,средняя,4,2,18,0,-17.699070204898653,50,4392.330069580183,2.4909287205723762,3.883799473240524,6550.207925948862,2.024644064072099
электрика,6,Санкт-Петербург,19.58753322472907,низкая,10,6,23,1,26.245831264604952,69,2266.6259812213193,5.476277778945646,1.2022236273439124,9338.469737839325,4.521139714976778
покраска,4,Москва,22.79513832800412,высокая,6,7,4,0,33.91493330478393,33,2661.2050970841196,1.4920310403396742,1.9939065655346337,8300.181787255755,4.499892462339334
уборка,10,Екатеринбург,9.985716386375007,средняя,6,1,5,1,22.56863529068206,98,3870.025822144094,9.923622236584746,1.4194278696275777,9193.733283273614,3.5959570106090712
покраска,2,Санкт-Петербург,14.945355432738575,высокая,4,3,13,1,17.133418393666396,96,2693.5593499927563,5.169734951114288,4.4189240030287875,8858.951864322487,0.10413391000012923
штукатурка,3,Новосибирск,28.39848526701793,высокая,10,1,14,1,-29.937693614523514,91,4498.660043983331,8.79380014844483,3.6084598035468125,6335.473454323203,3.445560453635545
уборка,9,Москва,28.3935350841911,низкая,10,7,18,0,-23.11169479487637,67,2369.66223307824,1.0569190686828411,1.1343157533323098,2000.2202392879606,0.5624917458106963
электрика,11,Москва,9.571331846671189,средняя,10,1,18,0,13.611346470471275,42,4364.013415992713,5.904205042654618,3.893017111683581,5641.249801911726,0.27699413501535397
электрика,11,Екатеринбург,24.394642313004162,средняя,10,4,6,1,-3.378307227147026,44,3126.101228229799,6.710497462491988,2.3481836679663606,3755.5110915188416,0.9843038396728004
электрика,9,Екатеринбург,18.021349557802335,средняя,1,1,21,1,-28.734103919223763,68,3086.8056750192663,7.889535742492497,3.1736056323365585,7713.653761761767,2.6056373122169942
уборка,6,Новосибирск,29.27679255383621,высокая,5,7,17,1,18.15652832458349,57,2089.5301035078955,4.859172741830806,3.3189997922772165,3582.7925009197834,2.3560446240985202
покраска,10,Москва,14.589600306477346,средняя,5,3,11,1,-2.7802700625485386,36,4941.799322036835,0.3608117210909456,1.6492587071847158,5784.4225596208435,2.0085143159284335
уборка,10,Новосибирск,23.353852606459064,низкая,3,3,7,0,12.823626854832725,41,2706.9084357493803,2.611887475927589,2.5952310729034482,2196.065594468896,2.720579581886485
уборка,9,Новосибирск,23.160045323638695,высокая,11,4,20,1,0.441823435859817,56,2216.174049881642,2.8061237719954057,2.705821014684801,2722.7464068206536,1.3971725679607025
штукатурка,4,Москва,15.174269595175746,средняя,3,5,22,1,-28.277648564446718,3,1613.5460285733461,3.1843606362687504,3.4595687021338986,5139.908027144818,1.633760893627868
уборка,11,Новосибирск,23.97108837177058,высокая,4,4,2,0,11.335096924251836,56,3227.28767101404,0.9220189265446743,4.5585831588129775,7841.091623439072,1.1231249621025903
электрика,5,Новосибирск,8.200689832556396,высокая,3,4,14,1,21.22558895203766,56,1612.9070927017542,0.006338988140347501,3.460910845329553,7388.948809104929,2.316222040581647
покраска,10,Екатеринбург,4.1064645705617515,высокая,3,7,9,1,-19.861508723696918,65,3093.762774133621,5.196890216177735,3.7347126876180585,5421.2715899065115,3.5998467610836244
покраска,6,Екатеринбург,13.04233046733183,низкая,3,1,20,0,27.920340199673902,39,4659.2551045778855,7.367823581500775,3.6584613523608005,3525.890772936691,2.6070763310900955
покраска,9,Новосибирск,28.33710437069075,средняя,7,2,18,1,-18.19848539736775,40,3242.8973391527725,2.301043050966487,1.3378458663028199,4447.440752936429,4.271084045688115
электрика,5,Москва,15.271965941974598,средняя,9,6,11,1,-2.51561873191638,39,1651.5873402756959,6.9380527251854565,2.1990641705380964,5951.664340008936,2.5079723504604585
электрика,8,Екатеринбург,19.240144590084345,высокая,11,5,2,0,4.267156521586813,27,2425.296439618746,7.3112124828422935,2.6070286713427495,9588.587684601418,1.0895310471514603
электрика,11,Новосибирск,18.91279244928232,средняя,1,5,13,1,-9.598725737135815,67,1670.612946913003,4.11240317505002,2.7776509236676175,7121.962143171875,2.6096731835683986
электрика,1,Санкт-Петербург,4.410899584451148,высокая,8,7,16,1,2.5297179320345577,94,4587.123169183835,5.250475897721185,4.36801664129,3020.4314298725626,1.921363020555017
электрика,5,Санкт-Петербург,12.013758030127702,высокая,10,5,2,0,16.693165303617434,65,2340.3784034807873,3.1399773099657757,3.101672183957816,8434.462110844945,2.5094882813046477
уборка,10,Новосибирск,21.354699701195308,высокая,12,1,6,0,16.439588040777736,74,1727.6966941949108,3.752237968219055,4.262126526518768,7768.9267128701995,0.5814996615742128
электрика,1,Санкт-Петербург,29.173707908131426,низкая,1,4,16,0,29.948377261578052,3,4875.875921910088,5.891054058825156,4.626096049791315,9107.974032195054,3.9056421972237723
электрика,10,Екатеринбург,5.456523279762272,средняя,9,6,14,1,26.03591051217026,3,3204.9889307877565,3.6191916173381933,3.7838567154565905,6889.778310029089,1.7992763526579096
электрика,6,Москва,12.60803576500393,высокая,8,7,19,0,34.03186281140664,37,2919.7312901209075,5.010886289937721,1.4531457836686847,4479.507444257104,0.18278626179201962
электрика,7,Новосибирск,3.305267094180516,средняя,6,7,9,1,8.699684603084954,98,4744.776940224036,7.437658635577139,1.8037639260106477,8780.607145074191,2.874489967046494
покраска,5,Екатеринбург,7.650105559653053,низкая,6,1,6,1,-3.966546819743627,20,3357.932251674406,9.64602977506517,4.312307848783619,6618.334781334827,3.4506824510580425
электрика,1,Москва,11.614400628121432,низкая,11,3,21,0,-14.393622565257036,11,2485.085879693228,8.910579813722052,3.2551500763716072,7621.738492205376,0.455993573117363
уборка,6,Санкт-Петербург,16.448975814594338,высокая,10,2,19,0,-14.141990925406638,83,4271.896383595718,9.144984379608431,3.0635946160811103,5758.084897412767,1.9374459421422054
уборка,10,Санкт-Петербург,7.301723026052888,низкая,7,2,2,0,-20.189940087453408,91,2451.242050685495,9.112174703297983,4.875318259104846,8435.830171569287,2.4502526013026915
уборка,5,Санкт-Петербург,7.213098504771229,низкая,8,6,21,0,17.23335331328378,24,3049.8940137901695,2.4153168989784457,2.471612111124379,7004.884687169394,2.563314752750297
штукатурка,6,Санкт-Петербург,23.445984384636013,низкая,7,1,14,1,12.525749321581635,70,4311.098616284544,9.464105342607827,1.163791016188553,9124.424626975262,0.2749357739382204
покраска,11,Екатеринбург,28.897929056933,низкая,1,4,19,1,-11.00087725307408,65,4760.040826381006,2.2236448043801413,2.02065816387495,4800.305267582786,3.200615650860178
электрика,10,Екатеринбург,10.046582548667958,низкая,10,5,4,1,27.988936445180016,83,3620.643406900422,8.642152866310015,2.1389460621860534,8777.816150277577,0.5609988651540271
штукатурка,7,Москва,20.795764549752565,низкая,4,6,1,0,5.898612444948277,74,3266.8383231007288,5.8108419401583165,3.049701458130717,8308.597394327353,1.8176539792363864
электрика,7,Новосибирск,8.113373610058662,средняя,4,6,8,0,-25.5137630984026,32,1766.6059316659937,8.386936322701349,1.0286961918905355,4958.882028169057,2.5858648810126357
штукатурка,2,Москва,27.874591521486145,низкая,9,3,17,1,-26.00568987937222,62,3659.567229797517,9.822259930483694,4.953039661575106,9005.651313055114,3.778694426724666
штукатурка,3,Новосибирск,20.35061962487925,средняя,12,3,12,0,-20.692848244730207,55,2643.087867139708,8.757027721909015,1.2476945710720457,6743.18720473711,1.8903331396504166
уборка,6,Санкт-Петербург,24.178967211808313,высокая,9,7,19,1,-16.267881075907205,36,3300.744849678604,8.165037604097847,1.9288810579410605,4975.335445742241,4.123970438825988
уборка,3,Санкт-Петербург,1.955944274375362,низкая,3,7,23,0,27.6834271928371,66,4106.102121881295,2.065050565916798,3.6897970516961216,4205.099604458688,3.8879993619403885
штукатурка,2,Санкт-Петербург,18.155926063098427,низкая,11,6,6,0,20.59914464693626,37,3740.710137341272,8.599066552023949,4.910279567256215,2701.408454055171,2.0855929596432894
уборка,4,Санкт-Петербург,16.064563775072276,средняя,9,7,3,0,-16.88793096388166,14,1839.2661501371958,1.6575719296221492,3.047357782577189,2739.8761525526975,4.396167724175567
штукатурка,5,Екатеринбург,9.143408753890194,низкая,5,2,7,0,-13.84799710370725,46,2890.3583075635315,5.127180541261956,2.3671282509427756,8274.042804303244,4.814659198058366
покраска,11,Москва,8.241684559190883,средняя,11,6,5,1,11.391221489299333,77,2198.229598208704,5.023450653691233,1.6498941088739478,5083.924872865227,1.4267936823563925
уборка,10,Новосибирск,17.610731668350606,средняя,6,4,23,0,26.648999739651018,56,2028.9158142490191,5.187411395151868,4.6133981067671535,6186.2021201284315,4.126137243865784
уборка,9,Новосибирск,21.341326232713143,низкая,7,5,3,1,-9.412606967741493,50,2271.235083594335,7.231461163633072,1.2003086837304955,8678.392957001852,1.500482081030148
уборка,3,Екатеринбург,1.4785963325380744,высокая,3,7,4,0,4.157277278910854,61,4722.392839708073,3.9603363131952127,1.27988788096823,7237.817319171442,3.460974560301831
покраска,3,Санкт-Петербург,17.23834666674928,высокая,4,2,19,0,27.87454066993314,17,3993.782168957796,4.566457310301492,1.2551281812980815,9538.319210509633,3.3722438367928174
штукатурка,6,Москва,5.528556103925545,высокая,5,4,22,1,20.09106486842517,27,4678.365307141555,6.590207655292588,2.865758900880261,6186.033486534972,3.97403426405253
электрика,5,Санкт-Петербург,4.640700575889967,средняя,1,5,19,0,27.948114788707827,54,3272.6053744284427,6.823698066037039,4.72474446557878,2889.0569855808694,1.1655102823990486
уборка,6,Екатеринбург,18.882024898793194,средняя,8,1,20,1,-11.925199707947225,29,1503.9237220876469,4.375322026649212,3.2231397913240203,4777.528075188624,4.677333667347834
штукатурка,7,Новосибирск,9.670668457915454,низкая,11,4,8,0,14.910719618804343,13,1620.5114590518995,0.5214391785479855,2.4186667696338504,3101.664243266492,2.204072621512526
покраска,11,Екатеринбург,13.505966877478489,средняя,7,6,7,0,-22.589181399129497,49,2006.4332802681367,2.5908630441411584,1.954118612455643,7980.347373676953,0.11133275117866093
электрика,3,Новосибирск,11.1199648784733,высокая,11,6,1,1,10.0535107680668,25,4232.518336166511,9.440152641004559,3.057935029926377,5730.659821664853,3.8881304242712735
уборка,5,Москва,19.62592144449945,низкая,12,3,6,0,-10.238340126429868,88,2205.802240571799,9.274097065624039,2.766052293742556,2458.9703618877115,4.665026293624437
